2,User_2,76493.0
6,User_6,62115.0
8,User_8,83884.0
16,User_16,76908.0
20,User_20,57154.0
24,User_24,80328.0
26,User_26,73125.0
30,User_30,52901.0
34,User_34,83038.0
38,User_38,57753.0
44,User_44,87276.0
48,User_48,71538.0
64,User_64,80540.0
66,User_66,86945.0
72,User_72,55320.0
76,User_76,70369.0
78,User_78,54458.0
80,User_80,58243.0
82,User_82,53804.0
90,User_90,80463.0
92,User_92,99927.0
94,User_94,79953.0
100,User_100,77805.0
104,User_104,64706.0
108,User_108,59355.0
116,User_116,84372.0
122,User_122,87870.0
124,User_124,94510.0
130,User_130,77731.0
132,User_132,91272.0
138,User_138,68589.0
140,User_140,98957.0
144,User_144,60611.0
148,User_148,99686.0
150,User_150,65169.0
156,User_156,80519.0
158,User_158,69779.0
162,User_162,93570.0
164,User_164,57319.0
170,User_170,57924.0
174,User_174,70035.0
178,User_178,59930.0
182,User_182,87140.0
184,User_184,55131.0
188,User_188,58453.0
210,User_210,72949.0
216,User_216,80109.0
218,User_218,79305.0
226,User_226,61742.0
230,User_230,72014.0
244,User_244,54598.0
246,User_246,98194.0
254,User_254,95468.0
256,User_256,68819.0
260,User_260,60458.0
262,User_262,61353.0
264,User_264,75102.0
266,User_266,83391.0
268,User_268,82343.0
272,User_272,60592.0
282,User_282,76278.0
284,User_284,75597.0
286,User_286,92465.0
290,User_290,66397.0
292,User_292,98766.0
294,User_294,82196.0
300,User_300,57658.0
304,User_304,90964.0
314,User_314,79694.0
316,User_316,81994.0
320,User_320,80348.0
324,User_324,55880.0
334,User_334,94314.0
336,User_336,60165.0
342,User_342,89736.0
346,User_346,57634.0
350,User_350,60285.0
352,User_352,66717.0
356,User_356,81255.0
360,User_360,55114.0
368,User_368,53535.0
370,User_370,62622.0
376,User_376,61265.0
380,User_380,53359.0
382,User_382,66059.0
384,User_384,52606.0
386,User_386,71065.0
390,User_390,65247.0
392,User_392,64826.0
394,User_394,66740.0
396,User_396,82288.0
400,User_400,97758.0
408,User_408,90205.0
410,User_410,93952.0
412,User_412,62962.0
416,User_416,51261.0
418,User_418,51035.0
422,User_422,69802.0
426,User_426,92975.0
428,User_428,60604.0
432,User_432,87088.0
434,User_434,72061.0
440,User_440,55172.0
444,User_444,65728.0
454,User_454,92449.0
458,User_458,52364.0
462,User_462,67856.0
466,User_466,66589.0
468,User_468,98296.0
472,User_472,65019.0
476,User_476,54885.0
478,User_478,76039.0
480,User_480,88376.0
484,User_484,94363.0
490,User_490,79083.0
496,User_496,74677.0
498,User_498,98307.0
504,User_504,70004.0
508,User_508,95012.0
510,User_510,52977.0
526,User_526,69333.0
530,User_530,89723.0
532,User_532,86736.0
536,User_536,82561.0
556,User_556,81835.0
562,User_562,55112.0
564,User_564,98969.0
566,User_566,86294.0
568,User_568,79136.0
570,User_570,52456.0
580,User_580,81628.0
586,User_586,55092.0
590,User_590,84533.0
592,User_592,85412.0
594,User_594,82399.0
596,User_596,53881.0
598,User_598,57813.0
600,User_600,65187.0
602,User_602,66884.0
604,User_604,87136.0
610,User_610,68173.0
618,User_618,52402.0
622,User_622,92109.0
624,User_624,71295.0
628,User_628,79232.0
630,User_630,89520.0
632,User_632,91057.0
634,User_634,87011.0
638,User_638,69539.0
640,User_640,67141.0
642,User_642,87437.0
644,User_644,77922.0
650,User_650,56240.0
658,User_658,83096.0
662,User_662,61226.0
664,User_664,68426.0
666,User_666,67180.0
672,User_672,70897.0
676,User_676,52276.0
678,User_678,79288.0
680,User_680,56829.0
682,User_682,74804.0
684,User_684,80511.0
692,User_692,70440.0
694,User_694,69144.0
706,User_706,71583.0
708,User_708,54889.0
712,User_712,58967.0
716,User_716,61803.0
720,User_720,87643.0
730,User_730,94350.0
732,User_732,66976.0
736,User_736,55778.0
738,User_738,68426.0
740,User_740,84488.0
744,User_744,74027.0
748,User_748,54190.0
754,User_754,61157.0
766,User_766,82164.0
770,User_770,78017.0
772,User_772,72600.0
776,User_776,69120.0
778,User_778,63543.0
782,User_782,86116.0
784,User_784,59602.0
792,User_792,63638.0
798,User_798,77821.0
804,User_804,98286.0
808,User_808,75788.0
810,User_810,93721.0
816,User_816,63475.0
818,User_818,65695.0
820,User_820,89201.0
828,User_828,56203.0
830,User_830,78644.0
832,User_832,69406.0
834,User_834,75626.0
836,User_836,57276.0
838,User_838,79210.0
842,User_842,94826.0
848,User_848,99434.0
852,User_852,52251.0
854,User_854,50154.0
856,User_856,92953.0
858,User_858,98893.0
862,User_862,61883.0
864,User_864,65025.0
868,User_868,69034.0
870,User_870,61234.0
872,User_872,56125.0
874,User_874,68419.0
878,User_878,61280.0
882,User_882,61254.0
884,User_884,83264.0
886,User_886,82092.0
888,User_888,95834.0
890,User_890,81962.0
894,User_894,83018.0
900,User_900,53750.0
908,User_908,68138.0
910,User_910,94536.0
916,User_916,93839.0
920,User_920,62654.0
922,User_922,64176.0
924,User_924,93500.0
926,User_926,96508.0
928,User_928,53199.0
930,User_930,91216.0
932,User_932,62576.0
938,User_938,98299.0
942,User_942,90037.0
948,User_948,79978.0
950,User_950,84225.0
952,User_952,63868.0
954,User_954,91898.0
956,User_956,89166.0
968,User_968,77410.0
970,User_970,81761.0
972,User_972,68932.0
974,User_974,56213.0
976,User_976,50353.0
982,User_982,98724.0
984,User_984,94782.0
986,User_986,93470.0
988,User_988,55021.0
992,User_992,70405.0
1004,User_1004,54742.0
1008,User_1008,82515.0
1010,User_1010,73195.0
1014,User_1014,53853.0
1018,User_1018,93107.0
1020,User_1020,98650.0
1024,User_1024,68859.0
1028,User_1028,77869.0
1032,User_1032,87566.0
1034,User_1034,60344.0
1038,User_1038,90863.0
1042,User_1042,97281.0
1044,User_1044,98036.0
1050,User_1050,73242.0
1054,User_1054,74214.0
1058,User_1058,85696.0
1064,User_1064,59796.0
